province,adcode,model,bodyType,regYear,regMonth,salesVolume
辽宁,210000,f270f6a489c6a9d7,MPV,2016,5,228
重庆,500000,f270f6a489c6a9d7,MPV,2016,5,700
陕西,610000,f270f6a489c6a9d7,MPV,2016,5,283
黑龙江,230000,f270f6a489c6a9d7,MPV,2016,5,103
上海,310000,d0f245b8781e3631,Sedan,2016,5,110
云南,530000,d0f245b8781e3631,Sedan,2016,5,149
内蒙古,150000,d0f245b8781e3631,Sedan,2016,5,89
北京,110000,d0f245b8781e3631,Sedan,2016,5,466
四川,510000,d0f245b8781e3631,Sedan,2016,5,726
安徽,340000,d0f245b8781e3631,Sedan,2016,5,209
山东,370000,d0f245b8781e3631,Sedan,2016,5,571
山西,140000,d0f245b8781e3631,Sedan,2016,5,199
广东,440000,d0f245b8781e3631,Sedan,2016,5,351
广西,450000,d0f245b8781e3631,Sedan,2016,5,140
江苏,320000,d0f245b8781e3631,Sedan,2016,5,521
江西,360000,d0f245b8781e3631,Sedan,2016,5,110
河北,130000,d0f245b8781e3631,Sedan,2016,5,480
河南,410000,d0f245b8781e3631,Sedan,2016,5,534
浙江,330000,d0f245b8781e3631,Sedan,2016,5,271
湖北,420000,d0f245b8781e3631,Sedan,2016,5,83
湖南,430000,d0f245b8781e3631,Sedan,2016,5,324
福建,350000,d0f245b8781e3631,Sedan,2016,5,92
辽宁,210000,d0f245b8781e3631,Sedan,2016,5,48
重庆,500000,d0f245b8781e3631,Sedan,2016,5,1791
陕西,610000,d0f245b8781e3631,Sedan,2016,5,349
黑龙江,230000,d0f245b8781e3631,Sedan,2016,5,19
上海,310000,c6cd4e0e073f5ac2,Sedan,2016,5,1911
云南,530000,c6cd4e0e073f5ac2,Sedan,2016,5,299
内蒙古,150000,c6cd4e0e073f5ac2,Sedan,2016,5,205
北京,110000,c6cd4e0e073f5ac2,Sedan,2016,5,2153
四川,510000,c6cd4e0e073f5ac2,Sedan,2016,5,918
安徽,340000,c6cd4e0e073f5ac2,Sedan,2016,5,609
山东,370000,c6cd4e0e073f5ac2,Sedan,2016,5,2081
山西,140000,c6cd4e0e073f5ac2,Sedan,2016,5,466
广东,440000,c6cd4e0e073f5ac2,Sedan,2016,5,808
广西,450000,c6cd4e0e073f5ac2,Sedan,2016,5,206
江苏,320000,c6cd4e0e073f5ac2,Sedan,2016,5,2058
江西,360000,c6cd4e0e073f5ac2,Sedan,2016,5,462
河北,130000,c6cd4e0e073f5ac2,Sedan,2016,5,940
河南,410000,c6cd4e0e073f5ac2,Sedan,2016,5,1242
浙江,330000,c6cd4e0e073f5ac2,Sedan,2016,5,739
湖北,420000,c6cd4e0e073f5ac2,Sedan,2016,5,602
湖南,430000,c6cd4e0e073f5ac2,Sedan,2016,5,595
福建,350000,c6cd4e0e073f5ac2,Sedan,2016,5,204
辽宁,210000,c6cd4e0e073f5ac2,Sedan,2016,5,277
重庆,500000,c6cd4e0e073f5ac2,Sedan,2016,5,174
陕西,610000,c6cd4e0e073f5ac2,Sedan,2016,5,533
黑龙江,230000,c6cd4e0e073f5ac2,Sedan,2016,5,111
上海,310000,a9a43d1a7ecbe75d,SUV,2016,5,134
云南,530000,a9a43d1a7ecbe75d,SUV,2016,5,86
内蒙古,150000,a9a43d1a7ecbe75d,SUV,2016,5,107
北京,110000,a9a43d1a7ecbe75d,SUV,2016,5,95
四川,510000,a9a43d1a7ecbe75d,SUV,2016,5,215
安徽,340000,a9a43d1a7ecbe75d,SUV,2016,5,161
山东,370000,a9a43d1a7ecbe75d,SUV,2016,5,157
山西,140000,a9a43d1a7ecbe75d,SUV,2016,5,37
广东,440000,a9a43d1a7ecbe75d,SUV,2016,5,479
广西,450000,a9a43d1a7ecbe75d,SUV,2016,5,164
江苏,320000,a9a43d1a7ecbe75d,SUV,2016,5,360
江西,360000,a9a43d1a7ecbe75d,SUV,2016,5,75
河北,130000,a9a43d1a7ecbe75d,SUV,2016,5,88
河南,410000,a9a43d1a7ecbe75d,SUV,2016,5,117
浙江,330000,a9a43d1a7ecbe75d,SUV,2016,5,301
湖北,420000,a9a43d1a7ecbe75d,SUV,2016,5,145
湖南,430000,a9a43d1a7ecbe75d,SUV,2016,5,293
福建,350000,a9a43d1a7ecbe75d,SUV,2016,5,99
辽宁,210000,a9a43d1a7ecbe75d,SUV,2016,5,133
重庆,500000,a9a43d1a7ecbe75d,SUV,2016,5,135
陕西,610000,a9a43d1a7ecbe75d,SUV,2016,5,260
黑龙江,230000,a9a43d1a7ecbe75d,SUV,2016,5,70
上海,310000,3c974920a76ac9c1,SUV,2016,6,235
云南,530000,3c974920a76ac9c1,SUV,2016,6,279
内蒙古,150000,3c974920a76ac9c1,SUV,2016,6,164
北京,110000,3c974920a76ac9c1,SUV,2016,6,351
四川,510000,3c974920a76ac9c1,SUV,2016,6,329
安徽,340000,3c974920a76ac9c1,SUV,2016,6,138
山东,370000,3c974920a76ac9c1,SUV,2016,6,353
山西,140000,3c974920a76ac9c1,SUV,2016,6,166
广东,440000,3c974920a76ac9c1,SUV,2016,6,2187
广西,450000,3c974920a76ac9c1,SUV,2016,6,291
江苏,320000,3c974920a76ac9c1,SUV,2016,6,561
江西,360000,3c974920a76ac9c1,SUV,2016,6,149
河北,130000,3c974920a76ac9c1,SUV,2016,6,252
河南,410000,3c974920a76ac9c1,SUV,2016,6,330
浙江,330000,3c974920a76ac9c1,SUV,2016,6,453
湖北,420000,3c974920a76ac9c1,SUV,2016,6,440
湖南,430000,3c974920a76ac9c1,SUV,2016,6,275
福建,350000,3c974920a76ac9c1,SUV,2016,6,223
辽宁,210000,3c974920a76ac9c1,SUV,2016,6,645
重庆,500000,3c974920a76ac9c1,SUV,2016,6,181
陕西,610000,3c974920a76ac9c1,SUV,2016,6,206
黑龙江,230000,3c974920a76ac9c1,SUV,2016,6,288
上海,310000,3d7554f1f56dd664,Sedan,2016,6,376
云南,530000,3d7554f1f56dd664,Sedan,2016,6,259
内蒙古,150000,3d7554f1f56dd664,Sedan,2016,6,175
北京,110000,3d7554f1f56dd664,Sedan,2016,6,405
四川,510000,3d7554f1f56dd664,Sedan,2016,6,656
安徽,340000,3d7554f1f56dd664,Sedan,2016,6,252
山东,370000,3d7554f1f56dd664,Sedan,2016,6,862
山西,140000,3d7554f1f56dd664,Sedan,2016,6,253
广东,440000,3d7554f1f56dd664,Sedan,2016,6,8266
广西,450000,3d7554f1f56dd664,Sedan,2016,6,723
江苏,320000,3d7554f1f56dd664,Sedan,2016,6,1678
江西,360000,3d7554f1f56dd664,Sedan,2016,6,344
河北,130000,3d7554f1f56dd664,Sedan,2016,6,520
河南,410000,3d7554f1f56dd664,Sedan,2016,6,695
浙江,330000,3d7554f1f56dd664,Sedan,2016,6,1420
湖北,420000,3d7554f1f56dd664,Sedan,2016,6,835
湖南,430000,3d7554f1f56dd664,Sedan,2016,6,625
福建,350000,3d7554f1f56dd664,Sedan,2016,6,1202
辽宁,210000,3d7554f1f56dd664,Sedan,2016,6,1544
重庆,500000,3d7554f1f56dd664,Sedan,2016,6,327
陕西,610000,3d7554f1f56dd664,Sedan,2016,6,412
黑龙江,230000,3d7554f1f56dd664,Sedan,2016,6,687
上海,310000,2d0d2c3403909fdb,SUV,2016,6,211
云南,530000,2d0d2c3403909fdb,SUV,2016,6,254
内蒙古,150000,2d0d2c3403909fdb,SUV,2016,6,237
北京,110000,2d0d2c3403909fdb,SUV,2016,6,552
四川,510000,2d0d2c3403909fdb,SUV,2016,6,413
安徽,340000,2d0d2c3403909fdb,SUV,2016,6,126
山东,370000,2d0d2c3403909fdb,SUV,2016,6,393
山西,140000,2d0d2c3403909fdb,SUV,2016,6,161
广东,440000,2d0d2c3403909fdb,SUV,2016,6,1649
广西,450000,2d0d2c3403909fdb,SUV,2016,6,179
江苏,320000,2d0d2c3403909fdb,SUV,2016,6,417
江西,360000,2d0d2c3403909fdb,SUV,2016,6,89
河北,130000,2d0d2c3403909fdb,SUV,2016,6,302
河南,410000,2d0d2c3403909fdb,SUV,2016,6,340
浙江,330000,2d0d2c3403909fdb,SUV,2016,6,351
湖北,420000,2d0d2c3403909fdb,SUV,2016,6,268
湖南,430000,2d0d2c3403909fdb,SUV,2016,6,277
福建,350000,2d0d2c3403909fdb,SUV,2016,6,128
辽宁,210000,2d0d2c3403909fdb,SUV,2016,6,501
重庆,500000,2d0d2c3403909fdb,SUV,2016,6,186
陕西,610000,2d0d2c3403909fdb,SUV,2016,6,255
黑龙江,230000,2d0d2c3403909fdb,SUV,2016,6,324
上海,310000,a28bb927b6fcb33c,Sedan,2016,6,282
云南,530000,a28bb927b6fcb33c,Sedan,2016,6,116
内蒙古,150000,a28bb927b6fcb33c,Sedan,2016,6,97
北京,110000,a28bb927b6fcb33c,Sedan,2016,6,267
四川,510000,a28bb927b6fcb33c,Sedan,2016,6,414
安徽,340000,a28bb927b6fcb33c,Sedan,2016,6,218
山东,370000,a28bb927b6fcb33c,Sedan,2016,6,407
山西,140000,a28bb927b6fcb33c,Sedan,2016,6,127
广东,440000,a28bb927b6fcb33c,Sedan,2016,6,3624
广西,450000,a28bb927b6fcb33c,Sedan,2016,6,329
江苏,320000,a28bb927b6fcb33c,Sedan,2016,6,876
江西,360000,a28bb927b6fcb33c,Sedan,2016,6,210
河北,130000,a28bb927b6fcb33c,Sedan,2016,6,480
河南,410000,a28bb927b6fcb33c,Sedan,2016,6,468
浙江,330000,a28bb927b6fcb33c,Sedan,2016,6,1006
湖北,420000,a28bb927b6fcb33c,Sedan,2016,6,595
湖南,430000,a28bb927b6fcb33c,Sedan,2016,6,494
福建,350000,a28bb927b6fcb33c,Sedan,2016,6,417
辽宁,210000,a28bb927b6fcb33c,Sedan,2016,6,803
重庆,500000,a28bb927b6fcb33c,Sedan,2016,6,348
陕西,610000,a28bb927b6fcb33c,Sedan,2016,6,237
黑龙江,230000,a28bb927b6fcb33c,Sedan,2016,6,248
上海,310000,17bc272c93f19d56,MPV,2016,6,234
云南,530000,17bc272c93f19d56,MPV,2016,6,2353
内蒙古,150000,17bc272c93f19d56,MPV,2016,6,329
北京,110000,17bc272c93f19d56,MPV,2016,6,163
四川,510000,17bc272c93f19d56,MPV,2016,6,1118
安徽,340000,17bc272c93f19d56,MPV,2016,6,1210
山东,370000,17bc272c93f19d56,MPV,2016,6,2963
山西,140000,17bc272c93f19d56,MPV,2016,6,1193
广东,440000,17bc272c93f19d56,MPV,2016,6,1577
广西,450000,17bc272c93f19d56,MPV,2016,6,1991
江苏,320000,17bc272c93f19d56,MPV,2016,6,1539
江西,360000,17bc272c93f19d56,MPV,2016,6,892
河北,130000,17bc272c93f19d56,MPV,2016,6,2437
河南,410000,17bc272c93f19d56,MPV,2016,6,3302
浙江,330000,17bc272c93f19d56,MPV,2016,6,1213
湖北,420000,17bc272c93f19d56,MPV,2016,6,954
湖南,430000,17bc272c93f19d56,MPV,2016,6,1491
福建,350000,17bc272c93f19d56,MPV,2016,6,545
辽宁,210000,17bc272c93f19d56,MPV,2016,6,1034
重庆,500000,17bc272c93f19d56,MPV,2016,6,225
陕西,610000,17bc272c93f19d56,MPV,2016,6,1083
黑龙江,230000,17bc272c93f19d56,MPV,2016,6,776
上海,310000,2a2ab41f8f6ff1cb,SUV,2016,6,330
云南,530000,2a2ab41f8f6ff1cb,SUV,2016,6,333
内蒙古,150000,2a2ab41f8f6ff1cb,SUV,2016,6,517
北京,110000,2a2ab41f8f6ff1cb,SUV,2016,6,331
四川,510000,2a2ab41f8f6ff1cb,SUV,2016,6,1004
安徽,340000,2a2ab41f8f6ff1cb,SUV,2016,6,1047
山东,370000,2a2ab41f8f6ff1cb,SUV,2016,6,1575
山西,140000,2a2ab41f8f6ff1cb,SUV,2016,6,430
广东,440000,2a2ab41f8f6ff1cb,SUV,2016,6,5010
广西,450000,2a2ab41f8f6ff1cb,SUV,2016,6,632
江苏,320000,2a2ab41f8f6ff1cb,SUV,2016,6,1679
江西,360000,2a2ab41f8f6ff1cb,SUV,2016,6,704
河北,130000,2a2ab41f8f6ff1cb,SUV,2016,6,1966
河南,410000,2a2ab41f8f6ff1cb,SUV,2016,6,2264
浙江,330000,2a2ab41f8f6ff1cb,SUV,2016,6,928
湖北,420000,2a2ab41f8f6ff1cb,SUV,2016,6,1207
湖南,430000,2a2ab41f8f6ff1cb,SUV,2016,6,1605
福建,350000,2a2ab41f8f6ff1cb,SUV,2016,6,259
辽宁,210000,2a2ab41f8f6ff1cb,SUV,2016,6,261
重庆,500000,2a2ab41f8f6ff1cb,SUV,2016,6,806
陕西,610000,2a2ab41f8f6ff1cb,SUV,2016,6,403
黑龙江,230000,2a2ab41f8f6ff1cb,SUV,2016,6,570
上海,310000,c06a2a387c0ee510,MPV,2016,6,945
云南,530000,c06a2a387c0ee510,MPV,2016,6,99
内蒙古,150000,c06a2a387c0ee510,MPV,2016,6,85
北京,110000,c06a2a387c0ee510,MPV,2016,6,824
四川,510000,c06a2a387c0ee510,MPV,2016,6,144
安徽,340000,c06a2a387c0ee510,MPV,2016,6,149
山东,370000,c06a2a387c0ee510,MPV,2016,6,644
山西,140000,c06a2a387c0ee510,MPV,2016,6,115
广东,440000,c06a2a387c0ee510,MPV,2016,6,511
广西,450000,c06a2a387c0ee510,MPV,2016,6,27
江苏,320000,c06a2a387c0ee510,MPV,2016,6,664
江西,360000,c06a2a387c0ee510,MPV,2016,6,54
河北,130000,c06a2a387c0ee510,MPV,2016,6,241
河南,410000,c06a2a387c0ee510,MPV,2016,6,374
浙江,330000,c06a2a387c0ee510,MPV,2016,6,390
湖北,420000,c06a2a387c0ee510,MPV,2016,6,130
湖南,430000,c06a2a387c0ee510,MPV,2016,6,59
福建,350000,c06a2a387c0ee510,MPV,2016,6,103
辽宁,210000,c06a2a387c0ee510,MPV,2016,6,169
重庆,500000,c06a2a387c0ee510,MPV,2016,6,63
陕西,610000,c06a2a387c0ee510,MPV,2016,6,156
黑龙江,230000,c06a2a387c0ee510,MPV,2016,6,65
上海,310000,7023efdab9cedc03,Sedan,2016,6,494
云南,530000,7023efdab9cedc03,Sedan,2016,6,56
内蒙古,150000,7023efdab9cedc03,Sedan,2016,6,55
北京,110000,7023efdab9cedc03,Sedan,2016,6,96
四川,510000,7023efdab9cedc03,Sedan,2016,6,185
安徽,340000,7023efdab9cedc03,Sedan,2016,6,304
山东,370000,7023efdab9cedc03,Sedan,2016,6,403
山西,140000,7023efdab9cedc03,Sedan,2016,6,53
广东,440000,7023efdab9cedc03,Sedan,2016,6,225
广西,450000,7023efdab9cedc03,Sedan,2016,6,56
江苏,320000,7023efdab9cedc03,Sedan,2016,6,881
江西,360000,7023efdab9cedc03,Sedan,2016,6,167
河北,130000,7023efdab9cedc03,Sedan,2016,6,156
河南,410000,7023efdab9cedc03,Sedan,2016,6,222
浙江,330000,7023efdab9cedc03,Sedan,2016,6,638
湖北,420000,7023efdab9cedc03,Sedan,2016,6,221
湖南,430000,7023efdab9cedc03,Sedan,2016,6,177
福建,350000,7023efdab9cedc03,Sedan,2016,6,66
辽宁,210000,7023efdab9cedc03,Sedan,2016,6,56
重庆,500000,7023efdab9cedc03,Sedan,2016,6,61
陕西,610000,7023efdab9cedc03,Sedan,2016,6,96
黑龙江,230000,7023efdab9cedc03,Sedan,2016,6,25
上海,310000,af6f4f548684e14d,SUV,2016,6,835
云南,530000,af6f4f548684e14d,SUV,2016,6,297
内蒙古,150000,af6f4f548684e14d,SUV,2016,6,288
北京,110000,af6f4f548684e14d,SUV,2016,6,593
四川,510000,af6f4f548684e14d,SUV,2016,6,754
安徽,340000,af6f4f548684e14d,SUV,2016,6,648
山东,370000,af6f4f548684e14d,SUV,2016,6,1119
山西,140000,af6f4f548684e14d,SUV,2016,6,359
广东,440000,af6f4f548684e14d,SUV,2016,6,904
广西,450000,af6f4f548684e14d,SUV,2016,6,307
江苏,320000,af6f4f548684e14d,SUV,2016,6,1195
江西,360000,af6f4f548684e14d,SUV,2016,6,635
河北,130000,af6f4f548684e14d,SUV,2016,6,660
河南,410000,af6f4f548684e14d,SUV,2016,6,899
浙江,330000,af6f4f548684e14d,SUV,2016,6,862
湖北,420000,af6f4f548684e14d,SUV,2016,6,966
湖南,430000,af6f4f548684e14d,SUV,2016,6,902
福建,350000,af6f4f548684e14d,SUV,2016,6,273
辽宁,210000,af6f4f548684e14d,SUV,2016,6,316
重庆,500000,af6f4f548684e14d,SUV,2016,6,407
陕西,610000,af6f4f548684e14d,SUV,2016,6,263
黑龙江,230000,af6f4f548684e14d,SUV,2016,6,202
上海,310000,7cf283430b3b5e38,Sedan,2016,6,1353
云南,530000,7cf283430b3b5e38,Sedan,2016,6,298
内蒙古,150000,7cf283430b3b5e38,Sedan,2016,6,328
北京,110000,7cf283430b3b5e38,Sedan,2016,6,232
四川,510000,7cf283430b3b5e38,Sedan,2016,6,1549
安徽,340000,7cf283430b3b5e38,Sedan,2016,6,1957
山东,370000,7cf283430b3b5e38,Sedan,2016,6,2665
山西,140000,7cf283430b3b5e38,Sedan,2016,6,612
广东,440000,7cf283430b3b5e38,Sedan,2016,6,1841
广西,450000,7cf283430b3b5e38,Sedan,2016,6,509
江苏,320000,7cf283430b3b5e38,Sedan,2016,6,4119
江西,360000,7cf283430b3b5e38,Sedan,2016,6,997
河北,130000,7cf283430b3b5e38,Sedan,2016,6,1717
河南,410000,7cf283430b3b5e38,Sedan,2016,6,2124
浙江,330000,7cf283430b3b5e38,Sedan,2016,6,2635
湖北,420000,7cf283430b3b5e38,Sedan,2016,6,1346
湖南,430000,7cf283430b3b5e38,Sedan,2016,6,1388
福建,350000,7cf283430b3b5e38,Sedan,2016,6,600
辽宁,210000,7cf283430b3b5e38,Sedan,2016,6,466
重庆,500000,7cf283430b3b5e38,Sedan,2016,6,487
陕西,610000,7cf283430b3b5e38,Sedan,2016,6,590
黑龙江,230000,7cf283430b3b5e38,Sedan,2016,6,233
上海,310000,d4efbebb087fd03f,Sedan,2016,6,121
云南,530000,d4efbebb087fd03f,Sedan,2016,6,124
内蒙古,150000,d4efbebb087fd03f,Sedan,2016,6,155
北京,110000,d4efbebb087fd03f,Sedan,2016,6,764
四川,510000,d4efbebb087fd03f,Sedan,2016,6,743
安徽,340000,d4efbebb087fd03f,Sedan,2016,6,427
山东,370000,d4efbebb087fd03f,Sedan,2016,6,1325
山西,140000,d4efbebb087fd03f,Sedan,2016,6,273
广东,440000,d4efbebb087fd03f,Sedan,2016,6,1183
广西,450000,d4efbebb087fd03f,Sedan,2016,6,389
江苏,320000,d4efbebb087fd03f,Sedan,2016,6,971
江西,360000,d4efbebb087fd03f,Sedan,2016,6,479
河北,130000,d4efbebb087fd03f,Sedan,2016,6,616
河南,410000,d4efbebb087fd03f,Sedan,2016,6,1321
浙江,330000,d4efbebb087fd03f,Sedan,2016,6,1900
湖北,420000,d4efbebb087fd03f,Sedan,2016,6,475
湖南,430000,d4efbebb087fd03f,Sedan,2016,6,885
福建,350000,d4efbebb087fd03f,Sedan,2016,6,596
辽宁,210000,d4efbebb087fd03f,Sedan,2016,6,242
重庆,500000,d4efbebb087fd03f,Sedan,2016,6,352
陕西,610000,d4efbebb087fd03f,Sedan,2016,6,670
黑龙江,230000,d4efbebb087fd03f,Sedan,2016,6,96
上海,310000,7245e0ee27b195cd,Sedan,2016,6,91
云南,530000,7245e0ee27b195cd,Sedan,2016,6,212
内蒙古,150000,7245e0ee27b195cd,Sedan,2016,6,141
北京,110000,7245e0ee27b195cd,Sedan,2016,6,166
四川,510000,7245e0ee27b195cd,Sedan,2016,6,542
安徽,340000,7245e0ee27b195cd,Sedan,2016,6,272
山东,370000,7245e0ee27b195cd,Sedan,2016,6,814
山西,140000,7245e0ee27b195cd,Sedan,2016,6,304
广东,440000,7245e0ee27b195cd,Sedan,2016,6,706
广西,450000,7245e0ee27b195cd,Sedan,2016,6,215
江苏,320000,7245e0ee27b195cd,Sedan,2016,6,417
江西,360000,7245e0ee27b195cd,Sedan,2016,6,321
河北,130000,7245e0ee27b195cd,Sedan,2016,6,796
河南,410000,7245e0ee27b195cd,Sedan,2016,6,796
浙江,330000,7245e0ee27b195cd,Sedan,2016,6,497
湖北,420000,7245e0ee27b195cd,Sedan,2016,6,308
湖南,430000,7245e0ee27b195cd,Sedan,2016,6,570
福建,350000,7245e0ee27b195cd,Sedan,2016,6,203
辽宁,210000,7245e0ee27b195cd,Sedan,2016,6,253
重庆,500000,7245e0ee27b195cd,Sedan,2016,6,221
陕西,610000,7245e0ee27b195cd,Sedan,2016,6,383
黑龙江,230000,7245e0ee27b195cd,Sedan,2016,6,141
上海,310000,8c915fe4632fb9fa,SUV,2016,6,130
云南,530000,8c915fe4632fb9fa,SUV,2016,6,248
内蒙古,150000,8c915fe4632fb9fa,SUV,2016,6,174
北京,110000,8c915fe4632fb9fa,SUV,2016,6,100
四川,510000,8c915fe4632fb9fa,SUV,2016,6,618
安徽,340000,8c915fe4632fb9fa,SUV,2016,6,546
山东,370000,8c915fe4632fb9fa,SUV,2016,6,768
山西,140000,8c915fe4632fb9fa,SUV,2016,6,224
广东,440000,8c915fe4632fb9fa,SUV,2016,6,502
广西,450000,8c915fe4632fb9fa,SUV,2016,6,240
江苏,320000,8c915fe4632fb9fa,SUV,2016,6,678
江西,360000,8c915fe4632fb9fa,SUV,2016,6,377
河北,130000,8c915fe4632fb9fa,SUV,2016,6,785
河南,410000,8c915fe4632fb9fa,SUV,2016,6,719
浙江,330000,8c915fe4632fb9fa,SUV,2016,6,723
湖北,420000,8c915fe4632fb9fa,SUV,2016,6,489
湖南,430000,8c915fe4632fb9fa,SUV,2016,6,399
福建,350000,8c915fe4632fb9fa,SUV,2016,6,178
辽宁,210000,8c915fe4632fb9fa,SUV,2016,6,191
重庆,500000,8c915fe4632fb9fa,SUV,2016,6,227
陕西,610000,8c915fe4632fb9fa,SUV,2016,6,271
黑龙江,230000,8c915fe4632fb9fa,SUV,2016,6,319
上海,310000,6155b214590c66e6,SUV,2016,6,422
云南,530000,6155b214590c66e6,SUV,2016,6,706
内蒙古,150000,6155b214590c66e6,SUV,2016,6,433
北京,110000,6155b214590c66e6,SUV,2016,6,391
四川,510000,6155b214590c66e6,SUV,2016,6,1306
安徽,340000,6155b214590c66e6,SUV,2016,6,1295
山东,370000,6155b214590c66e6,SUV,2016,6,2168
山西,140000,6155b214590c66e6,SUV,2016,6,509
广东,440000,6155b214590c66e6,SUV,2016,6,1866
广西,450000,6155b214590c66e6,SUV,2016,6,477
江苏,320000,6155b214590c66e6,SUV,2016,6,2468
江西,360000,6155b214590c66e6,SUV,2016,6,839
河北,130000,6155b214590c66e6,SUV,2016,6,1774
河南,410000,6155b214590c66e6,SUV,2016,6,2539
浙江,330000,6155b214590c66e6,SUV,2016,6,1905
湖北,420000,6155b214590c66e6,SUV,2016,6,1236
湖南,430000,6155b214590c66e6,SUV,2016,6,1450
福建,350000,6155b214590c66e6,SUV,2016,6,519
辽宁,210000,6155b214590c66e6,SUV,2016,6,846
重庆,500000,6155b214590c66e6,SUV,2016,6,695
陕西,610000,6155b214590c66e6,SUV,2016,6,468
黑龙江,230000,6155b214590c66e6,SUV,2016,6,573
上海,310000,28e29f2c03dcd84c,Sedan,2016,6,680
云南,530000,28e29f2c03dcd84c,Sedan,2016,6,242
内蒙古,150000,28e29f2c03dcd84c,Sedan,2016,6,340
北京,110000,28e29f2c03dcd84c,Sedan,2016,6,1019
四川,510000,28e29f2c03dcd84c,Sedan,2016,6,487
安徽,340000,28e29f2c03dcd84c,Sedan,2016,6,422
山东,370000,28e29f2c03dcd84c,Sedan,2016,6,988
山西,140000,28e29f2c03dcd84c,Sedan,2016,6,598
广东,440000,28e29f2c03dcd84c,Sedan,2016,6,335
广西,450000,28e29f2c03dcd84c,Sedan,2016,6,114
江苏,320000,28e29f2c03dcd84c,Sedan,2016,6,1215
江西,360000,28e29f2c03dcd84c,Sedan,2016,6,274
河北,130000,28e29f2c03dcd84c,Sedan,2016,6,961
河南,410000,28e29f2c03dcd84c,Sedan,2016,6,738
浙江,330000,28e29f2c03dcd84c,Sedan,2016,6,464
湖北,420000,28e29f2c03dcd84c,Sedan,2016,6,317
湖南,430000,28e29f2c03dcd84c,Sedan,2016,6,333
福建,350000,28e29f2c03dcd84c,Sedan,2016,6,158
辽宁,210000,28e29f2c03dcd84c,Sedan,2016,6,279
重庆,500000,28e29f2c03dcd84c,Sedan,2016,6,482
陕西,610000,28e29f2c03dcd84c,Sedan,2016,6,348
黑龙江,230000,28e29f2c03dcd84c,Sedan,2016,6,115
上海,310000,37aa9169b575ef79,Sedan,2016,6,39
云南,530000,37aa9169b575ef79,Sedan,2016,6,971
内蒙古,150000,37aa9169b575ef79,Sedan,2016,6,690
北京,110000,37aa9169b575ef79,Sedan,2016,6,717
四川,510000,37aa9169b575ef79,Sedan,2016,6,2651
安徽,340000,37aa9169b575ef79,Sedan,2016,6,479
山东,370000,37aa9169b575ef79,Sedan,2016,6,2812
山西,140000,37aa9169b575ef79,Sedan,2016,6,828
广东,440000,37aa9169b575ef79,Sedan,2016,6,1654
广西,450000,37aa9169b575ef79,Sedan,2016,6,331
江苏,320000,37aa9169b575ef79,Sedan,2016,6,786
江西,360000,37aa9169b575ef79,Sedan,2016,6,292
河北,130000,37aa9169b575ef79,Sedan,2016,6,3221
河南,410000,37aa9169b575ef79,Sedan,2016,6,1974
浙江,330000,37aa9169b575ef79,Sedan,2016,6,820
湖北,420000,37aa9169b575ef79,Sedan,2016,6,623
湖南,430000,37aa9169b575ef79,Sedan,2016,6,1358
福建,350000,37aa9169b575ef79,Sedan,2016,6,487
辽宁,210000,37aa9169b575ef79,Sedan,2016,6,1498
重庆,500000,37aa9169b575ef79,Sedan,2016,6,370
陕西,610000,37aa9169b575ef79,Sedan,2016,6,479
黑龙江,230000,37aa9169b575ef79,Sedan,2016,6,1253
上海,310000,63065128401bb3ff,Sedan,2016,6,2462
云南,530000,63065128401bb3ff,Sedan,2016,6,551
内蒙古,150000,63065128401bb3ff,Sedan,2016,6,344
北京,110000,63065128401bb3ff,Sedan,2016,6,971
四川,510000,63065128401bb3ff,Sedan,2016,6,1533
安徽,340000,63065128401bb3ff,Sedan,2016,6,1799
山东,370000,63065128401bb3ff,Sedan,2016,6,2715
山西,140000,63065128401bb3ff,Sedan,2016,6,977
广东,440000,63065128401bb3ff,Sedan,2016,6,1796
广西,450000,63065128401bb3ff,Sedan,2016,6,379
江苏,320000,63065128401bb3ff,Sedan,2016,6,3219
江西,360000,63065128401bb3ff,Sedan,2016,6,1233
河北,130000,63065128401bb3ff,Sedan,2016,6,2587
河南,410000,63065128401bb3ff,Sedan,2016,6,2702
浙江,330000,63065128401bb3ff,Sedan,2016,6,1953
湖北,420000,63065128401bb3ff,Sedan,2016,6,1213
湖南,430000,63065128401bb3ff,Sedan,2016,6,1517
福建,350000,63065128401bb3ff,Sedan,2016,6,843
辽宁,210000,63065128401bb3ff,Sedan,2016,6,586
重庆,500000,63065128401bb3ff,Sedan,2016,6,1013
陕西,610000,63065128401bb3ff,Sedan,2016,6,861
黑龙江,230000,63065128401bb3ff,Sedan,2016,6,327
上海,310000,ea489c253676aafc,Sedan,2016,6,629
云南,530000,ea489c253676aafc,Sedan,2016,6,461
内蒙古,150000,ea489c253676aafc,Sedan,2016,6,440
北京,110000,ea489c253676aafc,Sedan,2016,6,301
四川,510000,ea489c253676aafc,Sedan,2016,6,1055
安徽,340000,ea489c253676aafc,Sedan,2016,6,869
山东,370000,ea489c253676aafc,Sedan,2016,6,2787
山西,140000,ea489c253676aafc,Sedan,2016,6,1270
广东,440000,ea489c253676aafc,Sedan,2016,6,460
广西,450000,ea489c253676aafc,Sedan,2016,6,352
江苏,320000,ea489c253676aafc,Sedan,2016,6,1368
江西,360000,ea489c253676aafc,Sedan,2016,6,315
